customer_id,signup_date,industry,company_size,region,plan_type,acquisition_channel
114197,2025-09-30,Technology,Small Business,South,Basic,Organic Search
114198,2024-01-29,Manufacturing,Small Business,Midwest,Pro,Direct
114199,2024-04-21,Finance,Mid-Market,South,Pro,Direct
114200,2025-03-12,Professional Services,Small Business,South,Enterprise,Referral
114201,2025-04-24,Finance,Small Business,South,Basic,Referral
114202,2024-05-12,Education,Mid-Market,Midwest,Basic,Organic Search
114203,2025-12-12,RETAIL,Small Business,South,Enterprise,Organic Search
114204,2024-09-24,Retail,Enterprise,Northeast,Basic,Direct
114205,2024-12-14,Technology,Small Business,South,Pro,Partner
114206,2023-12-04,Technology,Mid-Market,West,Basic,Direct
114207,2024-06-21,Education,Mid-Market,Northeast,Enterprise,Organic Search
114208,2023-04-30,Manufacturing,Small Business,West,Basic,Referral
114209,2024-02-07,Professional Services,Small Business,South,Enterprise,Organic Search
114210,2023-12-13,Education,Mid-Market,Northeast,Enterprise,Organic Search
114211,2023-12-27,Technology,Small Business,Northeast,Pro,Referral
114212,2023-10-16,RETAIL,Small Business,South,Enterprise,Organic Search
114213,2023-02-10,Manufacturing,Small Business,West,Pro,Partner
114214,2023-11-13,Retail,Enterprise,Northeast,Pro,Referral
114215,2024-01-03,Professional Services,Mid-Market,Midwest,Basic,Paid Search
114216,2023-09-21,Education,Mid-Market,South,Pro,Referral
114217,2025-02-19,Technology,Mid-Market,South,Pro,Direct
114218,2025-09-13,Mfg,Mid-Market,Northeast,Enterprise,Referral
114219,2024-12-28,Technology,Enterprise,Northeast,Basic,Referral
114220,2024-03-26,RETAIL,Small Business,Northeast,Basic,Direct
114221,2023-09-17,manufacturing,Small Business,International,Basic,Organic Search
114222,2025-11-25,education,Small Business,West,Pro,Social
114223,2025-09-29,Technology,Mid-Market,Midwest,Pro,Partner
114224,2025-07-03,Professional Services,Small Business,South,Basic,Referral
114225,2024-12-11,Technology,Small Business,South,Basic,Paid Search
114226,2024-04-06,Manufacturing,Small Business,South,Pro,Organic Search
114227,2024-10-14,Edu,Enterprise,Northeast,Basic,Referral
114228,2023-05-09,Healthcare,Small Business,West,Basic,Referral
114229,2024-02-17,HEALTHCARE,Small Business,Northeast,Pro,Paid Search
114230,2025-02-26,Mfg,Small Business,Midwest,Pro,Organic Search
114231,2023-05-30,Retail,Small Business,Northeast,Basic,Referral
114232,2023-01-03,Healthcare,Small Business,West,Basic,Organic Search
114233,2024-12-17,Education,Small Business,International,Enterprise,Partner
114234,2024-09-08,Education,Small Business,West,Enterprise,Organic Search
114235,2025-10-27,Manufacturing,Small Business,Northeast,Basic,Referral
114236,2025-10-06,Technology,Small Business,South,Basic,Direct
114237,2024-04-13,Healthcare,Small Business,International,Basic,Partner
114238,2023-03-17,Retail,Small Business,South,Pro,Referral
114239,2025-02-06,Manufacturing,Small Business,West,Basic,Paid Search
114240,2024-02-20,Manufacturing,Enterprise,Northeast,Pro,Partner
114241,2023-11-18,Finance,Small Business,Northeast,Pro,Organic Search
114242,2024-11-27,Professional Services,Mid-Market,Northeast,Basic,Referral
114243,2025-03-16,Finance,Mid-Market,South,Enterprise,Partner
114244,2024-11-13,Technology,Small Business,Northeast,Pro,Partner
114245,2023-04-11,Prof Services,Enterprise,Northeast,Enterprise,Partner
114246,2025-06-19,Finance,Mid-Market,West,Basic,Referral
114247,2023-10-24,Financial Services,Mid-Market,West,Pro,Social
114248,2024-06-27,Technology,Mid-Market,Midwest,Basic,Partner
114249,2024-11-12,education,Mid-Market,Midwest,Pro,Paid Search
114250,2025-05-04,Technology,Small Business,South,Pro,Organic Search
114251,2024-12-17,Professional Services,Small Business,Midwest,Basic,Paid Search
114252,2024-11-30,Healthcare,Mid-Market,Northeast,Basic,Referral
114253,2023-12-28,TECH,Enterprise,West,Pro,Organic Search
114254,2024-01-01,Retail,Small Business,Northeast,Basic,Referral
114255,2023-07-23,Finance,Mid-Market,South,Enterprise,Direct
114256,2024-01-06,Education,Mid-Market,West,Pro,Partner
114257,2024-11-14,FIN,Small Business,Midwest,Pro,Social
114258,2023-09-19,manufacturing,Mid-Market,South,Pro,Referral
114259,2024-10-12,Tech,Small Business,Northeast,Pro,Paid Search
114260,2025-10-12,education,Mid-Market,Midwest,Basic,Direct
114261,2023-04-17,Technology,Mid-Market,South,Basic,Paid Search
114262,2024-03-23,Financial Services,Small Business,South,Basic,Referral
114263,2023-08-18,Retail,Small Business,Midwest,Basic,Paid Search
114264,2024-12-08,Retail,Small Business,Northeast,Pro,Partner
114265,2023-05-09,tech,Small Business,International,Pro,Partner
114266,2024-10-03,Technology,Mid-Market,South,Basic,Referral
114267,2024-06-21,Financial Services,Small Business,West,Pro,Referral
114268,2023-12-30,Healthcare,Small Business,South,Basic,Paid Search
114269,2024-01-06,Finance,Small Business,South,Basic,Partner
114270,2025-04-20,Retail,Mid-Market,South,Pro,Organic Search
114271,2024-01-21,Professional Services,Small Business,South,Pro,Social
114272,2024-12-29,Healthcare,Small Business,West,Pro,Direct
114273,2025-10-11,Finance,Small Business,South,Pro,Social
114274,2023-09-18,Finance,Small Business,Midwest,Basic,Referral
114275,2025-10-06,Retail,Small Business,Midwest,Pro,Organic Search
114276,2023-06-26,Retail,Small Business,Northeast,Pro,Partner
114277,2023-07-02,Technology,Enterprise,South,Pro,Organic Search
114278,2023-08-04,Technology,Enterprise,West,Pro,Direct
114279,2024-12-23,Health Care,Small Business,International,Enterprise,Social
114280,2023-10-22,Healthcare,Mid-Market,International,Basic,Direct
114281,2024-09-29,Healthcare,Small Business,South,Basic,Referral
114282,2024-04-24,Manufacturing,Small Business,Northeast,Pro,Referral
114283,2024-01-27,Education,Small Business,Northeast,Pro,Direct
114284,2025-05-06,Technology,Mid-Market,Midwest,Basic,Organic Search
114285,2023-02-27,Mfg,Small Business,South,Basic,Referral
114286,2023-04-03,Technology,Mid-Market,South,Pro,Direct
114287,2024-10-23,Technology,Enterprise,Northeast,Pro,Paid Search
114288,2025-01-27,TECH,Small Business,Midwest,Basic,Social
114289,2024-04-27,retail,Enterprise,Northeast,Basic,Paid Search
114290,2023-03-25,Technology,Small Business,South,Pro,Organic Search
114291,2024-05-02,,Mid-Market,Midwest,Basic,Organic Search
114292,2023-08-31,Finance,Small Business,Northeast,Enterprise,Organic Search
114293,2025-06-16,Mfg,Small Business,West,Pro,Referral
114294,2024-11-28,Retail,Enterprise,International,Enterprise,Referral
114295,2025-02-26,tech,Small Business,West,Pro,Paid Search
114296,2025-11-02,Education,Small Business,International,Pro,Organic Search
114297,2024-03-17,Finance,Small Business,West,Basic,Paid Search
114298,2024-06-12,Finance,Enterprise,Northeast,Basic,Referral
114299,2025-05-23,Retail,Small Business,West,Basic,Organic Search
114300,2025-11-30,Manufacturing,Mid-Market,West,Basic,Direct
114301,2024-05-04,Healthcare,Small Business,South,Enterprise,Partner
114302,2023-02-25,RETAIL,Small Business,South,Basic,Direct
114303,2024-12-15,Finance,Small Business,Midwest,Basic,Direct
114304,2023-08-07,Technology,Small Business,,Pro,Referral
114305,2025-12-13,Healthcare,Mid-Market,South,Pro,Social
114306,2025-03-11,Education,Small Business,International,Basic,Referral
114307,2025-05-31,Technology,Mid-Market,West,Pro,Referral
114308,2024-02-24,Prof Services,Mid-Market,Northeast,Pro,Paid Search
114309,2025-08-17,Healthcare,Mid-Market,Midwest,Basic,Partner
114310,2025-10-04,Edu,Small Business,West,Enterprise,Organic Search
114311,2025-12-22,Healthcare,Mid-Market,South,Pro,Organic Search
114312,2025-11-26,tech,Small Business,South,Pro,Referral
114313,2024-01-31,Technology,Small Business,Northeast,Basic,Direct
114314,2024-03-21,Retail,Small Business,International,Pro,Organic Search
114315,2025-04-18,Professional Services,Small Business,South,Pro,Direct
114316,2023-02-26,Education,Small Business,South,Pro,Direct
114317,2023-10-28,Education,Enterprise,South,Basic,Organic Search
114318,2023-12-06,Retail,Mid-Market,Midwest,Basic,Referral
114319,2023-08-19,Education,Mid-Market,West,Enterprise,Referral
114320,2024-08-09,Manufacturing,Mid-Market,West,Basic,Paid Search
114321,2023-05-05,Education,Small Business,Midwest,Pro,Organic Search
114322,2023-08-19,Health Care,Mid-Market,South,Pro,Organic Search
114323,2025-02-05,Retail,Small Business,Midwest,Pro,Partner
114324,2024-07-07,Technology,Small Business,South,Basic,Organic Search
114325,2023-04-21,Manufacturing,Small Business,West,Pro,Partner
114326,2023-06-16,Healthcare,Enterprise,Midwest,Basic,Direct
114327,2023-07-31,Manufacturing,Small Business,West,Pro,Paid Search
114328,2024-11-23,Retail,Small Business,Midwest,Basic,Referral
114329,2024-06-18,Manufacturing,Mid-Market,South,Basic,Paid Search
114330,2023-01-10,Healthcare,Small Business,South,Basic,Paid Search
114331,2024-05-15,Retail,Small Business,International,Enterprise,Paid Search
114332,2023-09-23,Retail,Small Business,West,Basic,Paid Search
114333,2023-11-29,Healthcare,Small Business,Midwest,Basic,Paid Search
114334,2023-10-18,Manufacturing,Small Business,Midwest,Basic,Social
114335,2023-07-17,Technology,Small Business,Northeast,Basic,Direct
114336,2023-10-08,Finance,Small Business,Northeast,Pro,Organic Search
114337,2025-08-12,Retail,Small Business,South,Enterprise,Referral
114338,2025-09-15,Manufacturing,Enterprise,South,Enterprise,Paid Search
114339,2023-05-14,professional services,Small Business,South,Basic,Paid Search
114340,2023-03-27,Health Care,Enterprise,Northeast,Enterprise,Partner
114341,2023-03-16,Retail,Enterprise,West,Basic,Referral
114342,2023-01-11,Retail,Small Business,West,Basic,Paid Search
114343,2025-06-28,Technology,Small Business,West,Pro,Direct
114344,2025-10-06,Technology,Mid-Market,Northeast,Pro,Referral
114345,2025-01-11,Technology,Mid-Market,Northeast,Pro,Organic Search
114346,2025-06-20,Professional Services,Mid-Market,Midwest,Basic,Partner
114347,2024-02-27,Manufacturing,Mid-Market,West,Basic,Direct
114348,2023-06-11,Retail,Mid-Market,Northeast,Basic,Organic Search
114349,2023-06-04,Technology,Enterprise,West,Basic,Referral
114350,2023-01-10,tech,Small Business,International,Pro,Organic Search
114351,2024-06-15,manufacturing,Small Business,South,Enterprise,Paid Search
114352,2025-11-12,Retail,Enterprise,Midwest,Pro,Organic Search
114353,2023-03-05,Manufacturing,Small Business,South,Pro,Organic Search
114354,2024-09-13,Healthcare,Mid-Market,West,Pro,Referral
114355,2024-04-21,Education,Small Business,Midwest,Basic,Direct
114356,2024-11-24,Mfg,Mid-Market,West,Pro,Social
114357,2025-05-19,Technology,Mid-Market,Midwest,Pro,Referral
114358,2024-06-01,Education,Small Business,Midwest,Pro,Referral
114359,2025-11-03,tech,Small Business,West,Pro,Social
114360,2023-04-16,Retail,Small Business,Midwest,Basic,Organic Search
114361,2025-03-19,Finance,Small Business,Midwest,Pro,Organic Search
114362,2025-11-30,Healthcare,Small Business,South,Basic,Paid Search
114363,2024-09-08,Technology,Mid-Market,Midwest,Enterprise,Paid Search
114364,2023-08-18,Technology,Small Business,South,Enterprise,Organic Search
114365,2024-10-01,Manufacturing,Mid-Market,West,Pro,Organic Search
114366,2024-03-07,,Small Business,South,Basic,Paid Search
114367,2025-11-16,Retail,Small Business,South,Basic,Referral
114368,2025-05-07,Education,Small Business,South,Basic,Referral
114369,2024-08-10,Technology,Small Business,Northeast,Enterprise,Organic Search
114370,2025-08-09,Technology,Small Business,West,Basic,Paid Search
114371,2023-06-25,Education,Small Business,West,Pro,Social
114372,2023-01-14,Manufacturing,Mid-Market,Midwest,Basic,Organic Search
114373,2023-01-19,Retail,Small Business,West,Basic,Referral
114374,2023-10-13,Education,Mid-Market,South,Basic,Organic Search
114375,2025-05-09,Education,Small Business,Midwest,Enterprise,Paid Search
114376,2025-12-24,manufacturing,Mid-Market,Northeast,Pro,Partner
114377,2025-09-13,tech,Enterprise,Midwest,Basic,Partner
114378,2023-08-01,Healthcare,Mid-Market,Midwest,Basic,Organic Search
114379,2025-12-08,FIN,Small Business,South,Basic,Paid Search
114380,2023-03-28,FIN,Small Business,Northeast,Basic,Paid Search
114381,2024-07-14,RETAIL,Mid-Market,Northeast,Pro,Organic Search
114382,2023-04-14,Healthcare,Small Business,South,Enterprise,Organic Search
114383,2025-08-23,Manufacturing,Enterprise,Northeast,Enterprise,Paid Search
114384,2024-07-20,Healthcare,Mid-Market,West,Pro,Organic Search
114385,2025-09-17,Tech,Small Business,West,Basic,Organic Search
114386,2025-04-07,Healthcare,Small Business,South,Pro,Paid Search
114387,2025-03-24,Technology,Small Business,South,Basic,Partner
114388,2025-07-28,Manufacturing,Small Business,West,Basic,Organic Search
114389,2023-05-10,Technology,Mid-Market,South,Basic,Paid Search
114390,2023-10-02,Healthcare,Small Business,International,Basic,Direct
114391,2024-02-27,Manufacturing,Small Business,Midwest,Basic,Referral
114392,2025-06-09,Manufacturing,Mid-Market,West,Enterprise,Paid Search
114393,2024-10-04,Technology,Small Business,South,Pro,Social
114394,2024-12-17,Healthcare,Mid-Market,West,Pro,Organic Search
114395,2025-11-05,,Small Business,Midwest,Pro,Paid Search
114396,2023-03-30,education,Mid-Market,West,Pro,Paid Search
114397,2023-10-05,Healthcare,Mid-Market,West,Basic,Social
114398,2024-12-15,,Small Business,Northeast,Pro,Organic Search
114399,2024-07-05,Education,Small Business,Northeast,Basic,Organic Search
114400,2023-04-21,tech,Mid-Market,West,Basic,Direct
114401,2023-12-07,Technology,Enterprise,South,Enterprise,Direct
114402,2025-03-18,healthcare,Small Business,,Pro,Paid Search
114403,2023-07-21,RETAIL,Small Business,South,Basic,Referral
114404,2024-12-04,Prof Services,Mid-Market,South,Pro,Partner
114405,2024-10-20,Health Care,Enterprise,Northeast,Enterprise,Direct
114406,2025-06-15,Retail,Enterprise,Midwest,Pro,Partner
114407,2024-12-08,Technology,Mid-Market,Northeast,Pro,Social
114408,2023-06-25,Retail,Small Business,West,Basic,Paid Search
114409,2025-03-16,Technology,Mid-Market,West,Pro,Organic Search
114410,2024-08-20,Tech,Small Business,West,Pro,Paid Search
114411,2025-02-21,Technology,Mid-Market,Northeast,Pro,Referral
114412,2024-12-06,Technology,Small Business,South,Basic,Paid Search
114413,2023-05-08,Technology,Small Business,South,Basic,Organic Search
114414,2023-11-28,Manufacturing,Mid-Market,South,Basic,Organic Search
114415,2023-08-04,Retail,Small Business,Midwest,Enterprise,Direct
114416,2025-06-20,Professional Services,Enterprise,South,Enterprise,Referral
114417,2024-11-29,Manufacturing,Small Business,International,Basic,Organic Search
114418,2024-06-02,Healthcare,Mid-Market,West,Pro,Referral
114419,2023-04-01,healthcare,Small Business,International,Pro,Paid Search
114420,2025-10-28,Finance,Mid-Market,South,Pro,Direct
114421,2025-07-15,Health Care,Small Business,International,Basic,Organic Search
114422,2023-12-27,Professional Services,Mid-Market,Northeast,Basic,Organic Search
114423,2025-07-28,Retail,Small Business,Northeast,Basic,Partner
114424,2024-02-21,Professional Services,Small Business,West,Pro,Partner
114425,2025-05-17,Technology,Small Business,Northeast,Basic,Referral
114426,2023-08-28,Professional Services,Small Business,West,Pro,Direct
114427,2024-03-25,Manufacturing,Mid-Market,South,Basic,Paid Search
114428,2025-12-10,Healthcare,Mid-Market,West,Basic,Paid Search
114429,2025-02-21,Finance,Mid-Market,West,Basic,Organic Search
114430,2023-05-11,Health Care,Mid-Market,West,Basic,Partner
114431,2025-10-11,Technology,Mid-Market,West,Enterprise,Social
114432,2025-11-19,Retail,Mid-Market,South,Basic,Organic Search
114433,2025-02-05,Manufacturing,Small Business,Midwest,Basic,Organic Search
114434,2023-09-15,Professional Services,Small Business,Northeast,Pro,Direct
114435,2023-09-20,Manufacturing,Enterprise,Midwest,Enterprise,Partner
114436,2024-10-30,Manufacturing,Small Business,Midwest,Basic,Referral
114437,2025-04-12,Tech,Mid-Market,Northeast,Enterprise,Referral
114438,2023-03-15,Education,Small Business,Midwest,Pro,Organic Search
114439,2023-07-23,Education,Mid-Market,Midwest,Pro,Paid Search
114440,2024-08-12,Technology,Small Business,West,Basic,Paid Search
114441,2024-01-16,Tech,Mid-Market,West,Enterprise,Paid Search
114442,2023-12-01,Education,Small Business,Northeast,Pro,Referral
114443,2025-07-27,retail,Small Business,Northeast,Basic,Paid Search
114444,2023-03-07,Technology,Small Business,Midwest,Basic,Direct
114445,2024-11-20,FIN,Mid-Market,West,Basic,Referral
114446,2024-02-25,manufacturing,Small Business,Midwest,Pro,Paid Search
114447,2024-04-11,Manufacturing,Mid-Market,South,Pro,Direct
114448,2024-11-23,Manufacturing,Mid-Market,South,Pro,Referral
114449,2025-05-03,Prof Services,Small Business,West,Pro,Referral
114450,2023-02-15,Healthcare,Enterprise,Midwest,Basic,Direct
114451,2025-03-23,Finance,Small Business,Northeast,Basic,Direct
114452,2025-07-16,Technology,Enterprise,South,Basic,Direct
114453,2024-08-16,Financial Services,Small Business,Midwest,Enterprise,Partner
114454,2023-10-25,education,Small Business,West,Enterprise,Paid Search
114455,2023-06-21,tech,Mid-Market,West,Enterprise,Social
114456,2024-10-22,Professional Services,Mid-Market,Northeast,Basic,Paid Search
114457,2024-02-28,Technology,Small Business,Midwest,Pro,Organic Search
114458,2023-04-01,education,Small Business,West,Pro,Social
114459,2024-04-30,Manufacturing,Small Business,Midwest,Enterprise,Referral
114460,2025-08-23,Health Care,Mid-Market,Midwest,Basic,Paid Search
114461,2025-09-06,finance,Mid-Market,South,Pro,Paid Search
114462,2024-08-24,Technology,Mid-Market,South,Basic,Referral
114463,2023-07-27,Healthcare,Mid-Market,Northeast,Basic,Referral
114464,2025-05-02,Technology,Small Business,Northeast,Enterprise,Partner
114465,2023-10-09,Professional Services,Mid-Market,West,Basic,Direct
114466,2023-03-07,Technology,Small Business,South,Basic,Organic Search
114467,2024-12-30,Finance,Small Business,Midwest,Basic,Organic Search
114468,2024-07-05,healthcare,Small Business,Northeast,Basic,Paid Search
114469,2025-10-30,Finance,Enterprise,West,Pro,Organic Search
114470,2025-09-15,,Small Business,Midwest,Pro,Partner
114471,2024-07-25,FIN,Enterprise,West,Basic,Organic Search
114472,2024-02-13,Professional Services,Enterprise,Northeast,Basic,Organic Search
114473,2023-01-02,Education,Mid-Market,South,Pro,Referral
114474,2025-12-13,Technology,Small Business,Northeast,Basic,Social
114475,2023-07-20,Retail,Enterprise,South,Basic,Direct
114476,2023-10-12,RETAIL,Mid-Market,,Basic,Paid Search
114477,2023-10-14,Retail,Mid-Market,Midwest,Pro,Organic Search
114478,2024-07-11,Technology,Small Business,Northeast,Basic,Direct
114479,2024-02-21,Technology,Small Business,South,Basic,Paid Search
114480,2024-01-02,Finance,Mid-Market,West,Enterprise,Partner
114481,2024-04-10,Edu,Mid-Market,South,Pro,Partner
114482,2024-09-21,Technology,Mid-Market,Midwest,Enterprise,Organic Search
114483,2024-05-07,finance,Small Business,West,Pro,Paid Search
114484,2023-09-29,Healthcare,Small Business,South,Pro,Direct
114485,2023-05-11,Manufacturing,Mid-Market,,Pro,Organic Search
114486,2025-06-04,,Mid-Market,Northeast,Basic,Referral
114487,2025-04-30,Technology,Small Business,Midwest,Basic,Referral
114488,2024-06-12,Healthcare,Small Business,Midwest,Basic,Organic Search
114489,2025-11-20,Finance,Small Business,International,Pro,Organic Search
114490,2024-12-07,Manufacturing,Small Business,South,Basic,Paid Search
114491,2025-09-28,Finance,Mid-Market,Northeast,Pro,Referral
114492,2024-03-14,Technology,Mid-Market,Northeast,Pro,Paid Search
114493,2023-06-16,Healthcare,Small Business,West,Pro,Referral
114494,2023-11-28,Healthcare,Small Business,South,Enterprise,Partner
114495,2023-11-21,Finance,Mid-Market,West,Pro,Paid Search
114496,2025-10-05,Healthcare,Small Business,South,Basic,Social
114497,2023-08-11,Finance,Mid-Market,South,Pro,Social
114498,2025-07-26,Finance,Mid-Market,Northeast,Basic,Referral
114499,2025-07-21,Education,Small Business,West,Enterprise,Referral
114500,2024-07-13,Healthcare,Mid-Market,South,Enterprise,Referral
114501,2024-02-05,Tech,Small Business,Midwest,Pro,Organic Search
114502,2025-10-30,Retail,Small Business,West,Enterprise,Partner
114503,2024-03-06,Education,Enterprise,Northeast,Pro,Partner
114504,2024-06-27,RETAIL,Mid-Market,West,Pro,Referral
114505,2025-10-06,Finance,Small Business,Northeast,Basic,Paid Search
114506,2023-05-02,Technology,Small Business,Northeast,Basic,Partner
114507,2024-11-05,healthcare,Small Business,Northeast,Enterprise,Social
114508,2024-03-25,Professional Services,Small Business,South,Basic,Paid Search
114509,2024-08-12,Healthcare,Enterprise,Northeast,Pro,Organic Search
114510,2024-12-07,Technology,Small Business,South,Basic,Paid Search
114511,2024-07-23,Education,Small Business,Midwest,Basic,Organic Search
114512,2024-09-30,Technology,Small Business,South,Basic,Referral
114513,2025-04-17,Finance,Small Business,South,Enterprise,Partner
114514,2024-10-26,Retail,Mid-Market,Northeast,Pro,Organic Search
114515,2023-09-15,Technology,Mid-Market,Midwest,Basic,Partner
114516,2025-05-14,Professional Services,Small Business,Midwest,Basic,Partner
114517,2025-02-22,Education,Small Business,Northeast,Basic,Organic Search
114518,2025-09-06,Technology,Small Business,Northeast,Basic,Paid Search
114519,2024-05-06,Retail,Small Business,West,Pro,Paid Search
114520,2023-12-23,HEALTHCARE,Mid-Market,South,Pro,Organic Search
114521,2023-02-27,Technology,Enterprise,West,Basic,Partner
114522,2024-01-02,healthcare,Small Business,South,Enterprise,Paid Search
114523,2023-05-16,Retail,Small Business,West,Basic,Partner
114524,2024-08-09,Health Care,Small Business,Northeast,Pro,Paid Search
114525,2024-01-11,Professional Services,Small Business,Midwest,Pro,Referral
114526,2025-08-29,Healthcare,Small Business,South,Pro,Paid Search
114527,2023-05-05,Retail,Small Business,Northeast,Basic,Social
114528,2023-10-28,Education,Small Business,South,Basic,Referral
114529,2024-07-27,Professional Services,Small Business,West,Basic,Paid Search
114530,2023-11-01,education,Small Business,Northeast,Basic,Direct
114531,2023-07-27,Retail,Mid-Market,South,Basic,Organic Search
114532,2024-08-06,Retail,Mid-Market,South,Enterprise,Direct
114533,2023-04-04,Education,Small Business,South,Basic,Paid Search
114534,2025-11-20,Retail,Mid-Market,Northeast,Basic,Social
114535,2025-04-11,Financial Services,Small Business,Northeast,Basic,Paid Search
114536,2023-11-14,Healthcare,Mid-Market,West,Basic,Social
114537,2025-12-06,Healthcare,Enterprise,Midwest,Pro,Partner
114538,2025-02-17,Finance,Small Business,Midwest,Basic,Referral
114539,2025-05-11,Education,Mid-Market,West,Basic,Partner
114540,2025-05-01,Healthcare,Small Business,West,Enterprise,Organic Search
114541,2023-09-17,Technology,Small Business,West,Basic,Paid Search
114542,2025-06-28,Education,Small Business,Midwest,Pro,Referral
114543,2023-04-12,Retail,Small Business,West,Pro,Referral
114544,2025-06-26,Technology,Mid-Market,West,Enterprise,Paid Search
114545,2024-08-02,Tech,Small Business,South,Basic,Social
114546,2025-11-25,Manufacturing,Enterprise,South,Basic,Direct
114547,2024-06-19,Education,Mid-Market,West,Pro,Paid Search
114548,2023-05-03,Technology,Small Business,International,Pro,Referral
114549,2025-01-15,Health Care,Small Business,South,Basic,Direct
114550,2024-10-13,Retail,Small Business,Northeast,Basic,Paid Search
114551,2024-10-26,Technology,Mid-Market,West,Pro,Direct
114552,2023-11-11,Education,Small Business,West,Pro,Organic Search
114553,2025-07-27,Technology,Small Business,West,Enterprise,Organic Search
114554,2024-10-12,Technology,Mid-Market,West,Pro,Referral
114555,2025-07-06,Retail,Enterprise,Midwest,Pro,Partner
114556,2025-04-01,Professional Services,Small Business,West,Pro,Organic Search
114557,2023-11-14,tech,Small Business,South,Pro,Social
114558,2025-04-30,professional services,Small Business,West,Enterprise,Referral
114559,2024-09-25,manufacturing,Mid-Market,International,Basic,Referral
114560,2025-11-27,Retail,Enterprise,Northeast,Basic,Organic Search
114561,2024-10-24,RETAIL,Mid-Market,South,Basic,Partner
114562,2024-06-30,Professional Services,Small Business,Northeast,Enterprise,Referral
114563,2025-06-22,Technology,Enterprise,Northeast,Pro,Paid Search
114564,2025-12-10,Technology,Small Business,Northeast,Basic,Social
114565,2024-08-29,Manufacturing,Small Business,Midwest,Basic,Partner
114566,2025-12-25,Manufacturing,Mid-Market,South,Basic,Organic Search
114567,2024-01-19,Technology,Small Business,Northeast,Basic,Partner
114568,2025-12-04,manufacturing,Small Business,Midwest,Pro,Organic Search
114569,2025-09-07,Manufacturing,Small Business,Northeast,Basic,Partner
114570,2024-08-06,Education,Small Business,Midwest,Pro,Organic Search
114571,2025-09-04,Education,Small Business,Midwest,Pro,Organic Search
114572,2025-03-20,Technology,Small Business,South,Pro,Partner
114573,2024-08-12,Technology,Small Business,South,Pro,Paid Search
114574,2023-04-12,manufacturing,Small Business,Midwest,Enterprise,Paid Search
114575,2023-11-21,Education,Small Business,West,Basic,Referral
114576,2024-05-21,Tech,Small Business,West,Basic,Organic Search
114577,2023-12-22,Professional Services,Small Business,West,Enterprise,Partner
114578,2024-01-14,Manufacturing,Small Business,West,Basic,Partner
114579,2023-04-06,Retail,Small Business,Midwest,Enterprise,Partner
114580,2024-12-10,Technology,Enterprise,South,Basic,Referral
114581,2025-07-05,Technology,Small Business,Midwest,Enterprise,Partner
114582,2025-03-26,manufacturing,Small Business,West,Enterprise,Partner
114583,2025-08-27,Financial Services,Small Business,South,Basic,Direct
114584,2025-03-29,Finance,Mid-Market,Midwest,Pro,Paid Search
114585,2024-11-24,Technology,Mid-Market,Midwest,Basic,Referral
114586,2023-02-03,Retail,Mid-Market,West,Basic,Paid Search
114587,2025-12-29,Technology,Small Business,Northeast,Pro,Direct
114588,2025-12-23,Edu,Enterprise,Midwest,Pro,Referral
114589,2024-03-16,Retail,Mid-Market,Northeast,Pro,Organic Search
114590,2025-01-20,Manufacturing,Small Business,West,Pro,Paid Search
114591,2024-06-04,FIN,Small Business,South,Pro,Organic Search
114592,2024-05-04,Finance,Enterprise,Northeast,Basic,Partner
114593,2023-10-27,RETAIL,Small Business,Northeast,Basic,Direct
114594,2024-01-19,Retail,Mid-Market,South,Pro,Organic Search
114595,2024-02-22,Technology,Small Business,Northeast,Basic,Direct
114596,2025-07-04,manufacturing,Small Business,Northeast,Enterprise,Social
114597,2025-08-22,Manufacturing,Small Business,West,Enterprise,Referral
114598,2024-10-05,Healthcare,Small Business,International,Pro,Referral
114599,2024-03-27,Healthcare,Mid-Market,South,Basic,Social
114600,2025-02-01,Professional Services,Mid-Market,West,Enterprise,Organic Search
114601,2025-06-13,RETAIL,Small Business,South,Pro,Organic Search
114602,2024-05-04,tech,Enterprise,Northeast,Basic,Partner
114603,2023-02-17,Manufacturing,Small Business,South,Pro,Direct
114604,2024-08-08,Technology,Small Business,West,Pro,Direct
114605,2025-01-06,finance,Small Business,Northeast,Basic,Social
114606,2024-03-09,Mfg,Small Business,South,Basic,Paid Search
114607,2024-11-01,Finance,Mid-Market,West,Pro,Organic Search
114608,2023-11-23,TECH,Enterprise,Midwest,Basic,Partner
114609,2025-05-24,FIN,Small Business,South,Basic,Referral
114610,2023-03-16,Technology,Mid-Market,Northeast,Pro,Paid Search
114611,2023-06-10,Technology,Small Business,Midwest,Pro,Partner
114612,2025-05-29,Manufacturing,Small Business,West,Pro,Partner
114613,2024-09-10,education,Enterprise,Northeast,Pro,Direct
114614,2025-02-07,Finance,Small Business,Midwest,Pro,Social
114615,2023-02-21,Healthcare,Small Business,Midwest,Pro,Paid Search
114616,2024-03-17,healthcare,Small Business,West,Pro,Partner
114617,2023-04-05,Education,Mid-Market,West,Pro,Organic Search
114618,2023-09-03,FIN,Small Business,Midwest,Pro,Direct
114619,2025-12-05,Healthcare,Small Business,Midwest,Basic,Referral
114620,2023-11-23,Finance,Small Business,South,Pro,Paid Search
114621,2024-05-07,Finance,Mid-Market,South,Basic,Organic Search
114622,2023-01-20,education,Small Business,South,Basic,Direct
114623,2024-04-22,Professional Services,Mid-Market,South,Basic,Organic Search
