ticket_id,customer_id,created_date,severity,category,resolution_hours
66386,110305,2025-11-19,LOW,Account,11.82
66387,110306,2025-03-10,Low,Bug,20.93
66388,110306,2025-03-09,Low,How-to,7.15
66389,110306,2025-08-08,Medium,Bug,3.59
66390,110306,2025-09-28,Low,Billing,6.79
66391,110306,2025-09-21,Low,How-to,3.32
66392,110306,2025-10-01,Medium,Bug,15.16
66393,110307,2025-04-26,LOW,Account,17.78
66394,110307,2025-05-28,High,How-to,11.53
66395,110307,2025-08-24,Low,Billing,12.03
66396,110309,2024-02-01,Critical,Integration,77.76
66397,110309,2024-03-20,Low,Account,27.47
66398,110309,2024-04-26,Low,Account,19.97
66399,110310,2025-08-26,MEDIUM,Bug,2.14
66400,110310,2025-08-25,Low,Bug,5.95
66401,110310,2025-08-13,Medium,Bug,13.18
66402,110310,2025-08-13,low,Billing,3.6
66403,110311,2023-09-03,High,How-to,23.76
66404,110311,2023-12-07,medium,Bug,10.04
66405,110311,2024-01-06,Medium,Bug,23.04
66406,110311,2024-06-04,Low,How-to,17.95
66407,110311,2024-06-02,High,Billing,27.29
66408,110311,2024-08-09,Medium,Account,9.23
66409,110311,2024-10-08,Low,How-to,6.37
66410,110311,2024-12-24,LOW,Bug,12.27
66411,110311,2025-09-22,low,Billing,7.1
66412,110312,2023-08-15,LOW,Bug,22.76
66413,110312,2023-08-25,Low,How-to,7.96
66414,110312,2023-09-07,MED,How-to,29.45
66415,110312,2023-10-08,Medium,Account,30.64
66416,110312,2024-02-28,Medium,How-to,19.19
66417,110312,2024-04-23,Low,Account,10.34
66418,110312,2024-07-20,Low,How-to,17.83
66419,110312,2024-07-28,medium,Account,5.77
66420,110312,2024-09-13,Medium,How-to,7.91
66421,110312,2024-09-05,Medium,Billing,9.38
66422,110312,2024-12-08,MED,Bug,10.25
66423,110312,2025-02-21,low,Bug,18.9
66424,110312,2025-04-19,Low,Billing,7.59
66425,110312,2025-05-12,Medium,Bug,10.17
66426,110312,2025-05-09,Medium,Billing,7.05
66427,110312,2025-06-10,Low,Integration,2.43
66428,110312,2025-07-20,LOW,How-to,14.58
66429,110312,2025-07-06,Low,How-to,23.16
66430,110312,2025-10-21,Low,Account,1.19
66431,110312,2025-10-20,Medium,Account,17.03
66432,110312,2025-10-27,High,Billing,28.25
66433,110313,2025-01-21,High,How-to,38.88
66434,110313,2025-06-12,Low,How-to,5.88
66435,110313,2025-11-23,Low,Integration,3.41
66436,110313,2025-11-07,medium,Integration,
66437,110314,2024-11-28,MEDIUM,How-to,14.73
66438,110314,2025-03-13,low,How-to,11.69
66439,110314,2025-07-04,High,Account,41.56
66440,110315,2025-02-23,Critical,Billing,10.03
66441,110315,2025-03-25,High,Integration,23.57
66442,110315,2025-03-27,Low,How-to,2.85
66443,110315,2025-11-19,Medium,Bug,10.9
66444,110316,2024-07-07,medium,Account,18.01
66445,110316,2024-10-16,Low,Billing,0.89
66446,110316,2025-01-19,High,Account,3.8
66447,110316,2025-05-18,Low,How-to,3.54
66448,110316,2025-05-24,Low,How-to,13.65
66449,110316,2025-07-06,Low,Account,
66450,110316,2025-08-07,Low,Billing,6.37
66451,110316,2025-09-04,low,Bug,7.31
66452,110316,2025-10-25,low,Bug,10.34
66453,110317,2024-03-20,High,Bug,11.02
66454,110317,2024-09-09,Low,Account,4.52
66455,110317,2024-12-23,MED,Billing,13.19
66456,110317,2025-03-01,Low,Account,4.18
66457,110317,2025-04-10,Low,How-to,11.34
66458,110317,2025-05-21,low,How-to,22.48
66459,110317,2025-08-20,Medium,How-to,14.38
66460,110317,2025-09-04,Low,Bug,24.82
66461,110317,2025-11-12,Low,Billing,5.51
66462,110318,2024-11-03,LOW,Account,9.74
66463,110318,2024-12-09,High,How-to,16.18
66464,110318,2025-01-15,Medium,How-to,9.63
66465,110318,2025-02-26,Low,Bug,7.05
66466,110318,2025-03-11,MEDIUM,How-to,16.2
66467,110318,2025-03-22,Low,Billing,45.14
66468,110318,2025-03-21,High,Account,8.5
66469,110318,2025-04-14,Medium,Billing,22.73
66470,110318,2025-06-25,Low,Account,2.5
66471,110318,2025-06-28,Low,Billing,6.88
66472,110318,2025-07-23,Medium,Bug,28.68
66473,110318,2025-07-23,Medium,Account,7.74
66474,110318,2025-11-04,Low,Integration,
66475,110318,2025-12-16,low,Integration,18.08
66476,110321,2023-10-16,LOW,Billing,17.12
66477,110321,2023-11-14,HIGH,Bug,35.04
66478,110321,2024-03-22,Medium,Integration,21.76
66479,110321,2024-08-04,High,Billing,0.39
66480,110321,2024-10-28,High,How-to,12.86
66481,110321,2024-12-02,Medium,Bug,10.79
66482,110321,2025-03-06,Low,Bug,24.5
66483,110321,2025-06-16,Low,Account,17.42
66484,110321,2025-08-14,Low,Bug,6.11
66485,110322,2025-03-09,Medium,Billing,3.9
66486,110322,2025-12-21,Medium,How-to,27.17
66487,110324,2025-11-28,Low,How-to,18.93
66488,110324,2025-11-25,Medium,Billing,4.03
66489,110324,2025-12-28,Medium,How-to,4.77
66490,110324,2025-12-09,Medium,Account,3.43
66491,110325,2025-07-12,Low,How-to,
66492,110325,2025-09-25,low,Billing,38.43
66493,110325,2025-11-26,Low,How-to,4.0
66494,110325,2025-11-12,Low,Account,7.95
66495,110327,2025-01-14,Medium,Bug,4.05
66496,110327,2025-05-21,Low,Bug,7.86
66497,110327,2025-06-13,Low,Bug,4.59
66498,110327,2025-06-01,Medium,How-to,16.71
66499,110327,2025-12-28,low,How-to,6.94
66500,110329,2024-08-26,Low,Billing,25.91
66501,110329,2024-12-09,Low,Account,14.17
66502,110329,2025-01-24,Medium,Integration,13.8
66503,110329,2025-02-07,Medium,How-to,35.99
66504,110329,2025-03-24,Medium,How-to,3.64
66505,110329,2025-10-11,Medium,Billing,10.14
66506,110330,2024-05-22,Medium,Integration,12.51
66507,110330,2024-08-09,low,Bug,2.88
66508,110330,2024-08-08,LOW,How-to,13.76
66509,110330,2025-03-06,Critical,How-to,79.17
66510,110330,2025-12-17,Low,Bug,11.7
66511,110331,2025-01-17,Low,Bug,9.05
66512,110331,2025-04-04,High,How-to,1.8
66513,110331,2025-05-21,Medium,How-to,18.29
66514,110331,2025-06-26,Medium,How-to,10.85
66515,110331,2025-11-07,MED,How-to,17.24
66516,110332,2024-06-06,LOW,Bug,33.57
66517,110332,2024-08-10,Critical,Bug,46.13
66518,110332,2024-09-08,medium,How-to,21.89
66519,110332,2024-10-16,Low,Billing,3.89
66520,110332,2024-12-20,Low,How-to,17.27
66521,110332,2025-01-24,Low,Bug,3.37
66522,110332,2025-06-22,LOW,Bug,4.54
66523,110332,2025-07-01,Low,Account,6.34
66524,110332,2025-08-04,Low,Bug,12.74
66525,110332,2025-10-14,Medium,Billing,17.42
66526,110333,2024-10-14,Medium,Bug,5.37
66527,110333,2025-03-01,Medium,Bug,2.91
66528,110333,2025-05-16,Medium,Bug,14.01
66529,110333,2025-07-25,low,Billing,23.91
66530,110333,2025-08-16,MEDIUM,Integration,12.74
66531,110333,2025-08-04,low,Bug,20.67
66532,110334,2025-04-01,Low,How-to,1.38
66533,110334,2025-06-02,Medium,Integration,19.53
66534,110334,2025-11-04,Low,How-to,1.04
66535,110335,2024-11-11,Medium,Billing,14.3
66536,110335,2025-02-09,Medium,Billing,4.46
66537,110335,2025-02-18,Low,Bug,9.22
66538,110335,2025-03-22,Critical,Bug,
66539,110335,2025-06-28,high,Billing,13.98
66540,110336,2025-06-23,High,Bug,18.91
66541,110336,2025-08-18,Medium,Billing,38.16
66542,110337,2024-07-10,Medium,Account,25.48
66543,110337,2024-09-13,Medium,Integration,16.64
66544,110337,2024-12-10,Low,How-to,8.36
66545,110337,2025-03-17,Medium,Integration,3.69
66546,110337,2025-05-09,Medium,Integration,5.04
66547,110338,2024-08-13,Medium,Account,7.88
66548,110338,2024-09-06,Low,How-to,10.72
66549,110338,2024-10-02,Low,Billing,26.34
66550,110338,2024-10-20,LOW,How-to,18.18
66551,110338,2024-10-02,MED,Account,
66552,110338,2024-12-18,low,How-to,4.8
66553,110338,2025-04-12,Critical,Account,75.42
66554,110338,2025-05-07,Low,Billing,
66555,110338,2025-06-03,Low,Account,1.76
66556,110339,2023-10-14,Low,Bug,23.38
66557,110339,2024-02-03,Medium,How-to,8.15
66558,110339,2024-03-16,Low,Bug,13.63
66559,110339,2024-06-07,Medium,How-to,8.83
66560,110339,2024-06-20,Low,How-to,16.47
66561,110339,2024-07-23,medium,Bug,10.15
66562,110339,2024-08-27,Low,How-to,19.39
66563,110339,2024-09-16,medium,Bug,19.66
66564,110339,2024-10-05,Medium,Account,6.63
66565,110339,2024-12-12,Medium,Bug,29.43
66566,110339,2025-08-04,High,How-to,27.56
66567,110339,2025-10-06,High,Billing,9.43
66568,110339,2025-12-22,Medium,Account,13.74
66569,110340,2023-12-24,Low,Bug,27.84
66570,110340,2024-01-05,Low,Billing,28.52
66571,110340,2024-03-02,Low,Billing,22.35
66572,110340,2024-04-18,CRIT,Billing,10.46
66573,110340,2024-07-17,Medium,Integration,22.09
66574,110340,2024-08-18,Low,Bug,13.96
66575,110340,2024-12-13,medium,Billing,4.94
66576,110340,2024-12-28,medium,How-to,36.91
66577,110340,2025-03-02,Low,Bug,6.54
66578,110340,2025-04-06,Medium,Billing,6.49
66579,110340,2025-08-15,Low,Billing,22.93
66580,110340,2025-11-04,Low,Integration,39.67
66581,110341,2023-10-19,High,Billing,34.52
66582,110341,2024-04-02,Medium,How-to,2.72
66583,110341,2024-05-23,Low,Billing,9.93
66584,110341,2025-06-28,LOW,How-to,9.01
66585,110341,2025-07-10,Low,Bug,9.98
66586,110342,2025-04-27,Low,How-to,3.31
66587,110342,2025-10-20,High,How-to,9.81
66588,110343,2025-07-11,Low,How-to,6.17
66589,110344,2023-07-18,High,Bug,10.32
66590,110344,2023-09-20,Medium,How-to,1.32
66591,110344,2023-10-09,MED,Billing,19.99
66592,110344,2024-01-02,Critical,Billing,75.04
66593,110344,2024-01-23,Low,Bug,5.85
66594,110344,2024-02-13,Low,How-to,12.65
66595,110344,2024-05-10,Low,Billing,10.12
66596,110344,2024-05-17,LOW,Billing,14.94
66597,110344,2025-03-15,Low,How-to,3.81
66598,110344,2025-12-02,Low,Bug,
66599,110345,2023-08-09,Low,How-to,12.99
66600,110345,2023-12-05,low,Bug,5.81
66601,110345,2024-02-12,MEDIUM,Billing,2.69
66602,110345,2024-03-04,Medium,Bug,7.08
66603,110345,2024-05-21,MEDIUM,Account,7.17
66604,110345,2025-02-23,Low,Bug,16.35
66605,110345,2025-02-24,low,Billing,1.34
66606,110345,2025-06-20,Low,Integration,13.32
66607,110345,2025-11-15,Low,Account,1.97
66608,110346,2024-11-25,Medium,How-to,0.97
66609,110346,2024-11-25,Low,Bug,7.97
66610,110346,2024-11-24,MED,Account,2.56
66611,110346,2025-01-28,Low,Billing,10.1
66612,110346,2025-02-04,low,Bug,5.14
66613,110346,2025-03-21,High,How-to,42.59
66614,110346,2025-03-28,Medium,Bug,23.25
66615,110346,2025-04-09,Low,Billing,14.72
66616,110346,2025-07-17,Medium,How-to,5.15
66617,110346,2025-08-01,Low,Integration,
66618,110346,2025-09-09,Medium,Bug,31.29
66619,110346,2025-10-05,Medium,Account,16.57
66620,110346,2025-11-04,Critical,Account,63.08
66621,110347,2025-06-05,Medium,Bug,11.12
66622,110348,2024-07-24,Medium,Bug,19.56
66623,110348,2024-07-25,Low,Billing,8.75
66624,110348,2024-11-17,medium,Billing,25.9
66625,110348,2024-12-11,Low,How-to,14.31
66626,110348,2025-02-19,Medium,How-to,21.12
66627,110348,2025-12-28,low,Account,16.16
66628,110349,2024-03-17,Low,How-to,15.25
66629,110349,2024-09-23,Low,Billing,13.17
66630,110349,2024-10-16,High,Account,25.5
66631,110350,2024-11-23,Medium,Account,11.72
66632,110350,2025-07-23,MED,Account,6.35
66633,110350,2025-07-10,Low,How-to,13.91
66634,110351,2023-11-23,Low,Account,28.55
66635,110351,2024-05-25,Medium,Billing,2.31
66636,110351,2024-11-22,Low,Billing,5.33
66637,110351,2025-01-03,low,Bug,17.12
66638,110351,2025-03-07,Low,Bug,12.39
66639,110351,2025-05-27,MED,Bug,19.65
66640,110351,2025-06-18,Low,Bug,14.16
66641,110351,2025-11-08,critical,Bug,31.02
66642,110351,2025-11-09,Low,How-to,8.23
66643,110352,2024-05-14,Low,Bug,11.09
66644,110352,2024-05-24,Medium,Bug,17.69
66645,110352,2024-06-24,Low,How-to,14.1
66646,110352,2024-07-19,High,How-to,10.12
66647,110352,2024-07-20,Medium,Bug,25.51
66648,110352,2025-02-01,Medium,How-to,3.78
66649,110352,2025-08-13,High,How-to,8.62
66650,110352,2025-10-15,CRIT,Integration,47.21
66651,110352,2025-11-03,High,Bug,18.76
66652,110353,2025-08-26,Medium,Integration,7.58
66653,110353,2025-09-27,Medium,Account,5.93
66654,110354,2025-05-02,Medium,Account,1.73
66655,110354,2025-08-26,low,Billing,1.35
66656,110354,2025-09-23,Medium,Bug,4.36
66657,110354,2025-12-15,Medium,Billing,27.88
66658,110355,2025-09-08,LOW,Billing,20.08
66659,110355,2025-10-15,Low,Integration,17.49
66660,110356,2023-04-09,Low,Integration,6.62
66661,110356,2023-11-13,Medium,Bug,8.18
66662,110356,2024-01-05,Low,How-to,9.59
66663,110356,2024-01-13,Low,Billing,9.16
66664,110356,2024-08-10,LOW,Bug,6.89
66665,110356,2024-12-15,Low,Integration,11.21
66666,110356,2025-04-21,Low,Account,1.64
66667,110356,2025-07-23,Low,Billing,38.27
66668,110356,2025-07-10,Low,Billing,
66669,110356,2025-09-03,Critical,Bug,20.01
66670,110357,2025-09-11,Low,How-to,4.94
66671,110357,2025-10-10,Low,Billing,8.23
66672,110357,2025-10-21,Low,Billing,19.83
66673,110358,2023-09-17,low,Billing,4.98
66674,110358,2023-10-24,Low,How-to,0.56
66675,110358,2023-12-10,Medium,Bug,2.5
66676,110358,2024-01-24,High,How-to,21.08
66677,110358,2024-03-18,Low,Bug,7.18
66678,110358,2024-05-27,high,How-to,2.22
66679,110358,2024-06-21,Medium,Account,25.2
66680,110358,2024-06-06,Low,Billing,6.98
66681,110358,2024-10-17,Low,How-to,2.89
66682,110358,2024-10-11,Low,How-to,3.74
66683,110358,2025-04-20,High,Billing,16.66
66684,110358,2025-06-18,Low,Bug,11.6
66685,110358,2025-06-12,Medium,Bug,3.82
66686,110358,2025-09-12,HIGH,How-to,28.24
66687,110358,2025-12-13,Low,Bug,5.56
66688,110359,2025-05-17,MED,Integration,51.4
66689,110359,2025-06-23,Medium,Billing,9.0
66690,110360,2023-12-17,Low,Billing,6.42
66691,110360,2024-03-23,Low,Billing,15.68
66692,110360,2024-05-02,Low,How-to,8.56
66693,110360,2024-06-17,High,Account,13.89
66694,110360,2024-06-24,Medium,Account,2.32
66695,110360,2024-09-04,Medium,Bug,8.49
66696,110360,2025-05-07,Low,Billing,20.66
66697,110360,2025-06-05,MEDIUM,How-to,8.45
66698,110360,2025-08-17,Low,Billing,6.19
66699,110360,2025-11-03,LOW,Integration,11.27
66700,110360,2025-12-25,High,How-to,16.2
66701,110361,2024-01-23,Medium,How-to,14.7
66702,110362,2024-09-08,low,How-to,5.27
66703,110362,2024-10-16,Low,Bug,
66704,110362,2024-11-20,Low,Billing,24.35
66705,110362,2025-03-24,Low,How-to,27.97
66706,110362,2025-06-20,Medium,Billing,10.02
66707,110362,2025-11-01,Low,How-to,30.56
66708,110362,2025-12-14,Medium,Integration,11.61
66709,110362,2025-12-21,Low,Bug,17.0
66710,110363,2025-06-19,Low,Bug,4.57
66711,110363,2025-07-27,low,Bug,8.3
66712,110363,2025-08-13,Low,Billing,15.33
66713,110363,2025-08-11,Low,Account,19.49
66714,110363,2025-09-15,Medium,Bug,30.94
66715,110363,2025-11-27,Medium,Billing,23.11
66716,110363,2025-11-21,Low,Bug,3.2
66717,110363,2025-11-01,LOW,Account,25.45
66718,110363,2025-12-23,Medium,Bug,16.36
66719,110364,2024-10-27,Medium,Billing,18.27
66720,110364,2024-11-11,Critical,How-to,17.14
66721,110364,2024-12-27,Medium,Bug,22.72
66722,110367,2024-03-23,Low,Billing,53.38
66723,110367,2024-05-09,Low,Bug,6.65
66724,110367,2024-06-27,LOW,Integration,8.72
66725,110367,2024-07-20,High,How-to,17.49
66726,110367,2025-01-04,LOW,Billing,9.39
66727,110367,2025-01-23,High,Billing,43.21
66728,110367,2025-01-26,LOW,Bug,1.31
66729,110367,2025-02-17,Low,Account,11.91
66730,110367,2025-02-23,Medium,Bug,23.29
66731,110367,2025-05-21,LOW,How-to,14.23
66732,110367,2025-06-25,Low,Billing,10.95
66733,110367,2025-08-09,Low,Billing,
66734,110368,2023-01-09,Low,How-to,2.58
66735,110368,2023-05-28,Low,Bug,12.78
66736,110368,2023-10-02,MED,How-to,9.7
66737,110368,2024-03-08,Low,Integration,10.98
66738,110368,2024-08-14,Medium,Account,13.89
66739,110368,2024-10-05,LOW,How-to,8.42
66740,110368,2025-01-05,Low,How-to,20.2
66741,110368,2025-02-22,High,How-to,14.59
66742,110368,2025-05-14,Medium,How-to,10.46
66743,110369,2025-07-08,Medium,Bug,18.29
66744,110369,2025-09-24,Medium,Bug,16.13
66745,110370,2023-09-13,Low,Billing,2.75
66746,110370,2023-10-07,Low,Account,17.74
66747,110370,2024-09-27,Low,Billing,9.26
66748,110370,2024-10-06,Critical,Billing,45.87
66749,110370,2024-10-20,LOW,Bug,14.77
66750,110370,2024-11-26,Low,Billing,1.69
66751,110370,2025-01-19,Low,Bug,22.35
66752,110370,2025-03-04,LOW,Integration,34.63
66753,110370,2025-07-03,Medium,Bug,22.31
66754,110370,2025-09-06,High,Bug,52.31
66755,110370,2025-09-04,MEDIUM,Integration,13.55
66756,110371,2023-08-01,Critical,Bug,23.87
66757,110371,2023-12-14,Low,Billing,6.85
66758,110371,2024-01-24,Low,How-to,18.48
66759,110371,2024-09-26,Low,How-to,33.1
66760,110371,2024-10-01,MED,Bug,21.81
66761,110371,2024-11-25,Medium,Bug,37.39
66762,110371,2025-05-20,High,How-to,47.65
66763,110371,2025-05-27,Medium,Billing,4.96
66764,110372,2023-07-25,High,Bug,20.35
66765,110372,2023-12-17,MEDIUM,How-to,
66766,110372,2024-03-08,Medium,How-to,10.94
66767,110372,2024-07-13,Low,Bug,6.79
66768,110372,2024-09-28,LOW,Bug,8.72
66769,110372,2024-09-17,MEDIUM,Account,13.36
66770,110372,2024-09-01,Medium,Bug,12.58
66771,110372,2024-10-26,Medium,How-to,24.88
66772,110372,2024-12-24,low,How-to,11.57
66773,110372,2025-06-20,MEDIUM,Account,7.53
66774,110372,2025-07-21,LOW,Bug,1.82
66775,110372,2025-09-09,Low,Billing,13.04
66776,110373,2023-02-03,Medium,Bug,12.2
66777,110373,2023-03-24,MEDIUM,Billing,6.83
66778,110373,2023-10-03,Low,Bug,24.7
66779,110373,2023-10-28,Low,How-to,16.74
66780,110373,2024-01-14,Low,Bug,20.86
66781,110373,2024-10-11,High,How-to,6.82
66782,110374,2023-09-28,Low,Integration,4.84
66783,110374,2023-12-19,Low,Integration,3.78
66784,110374,2024-01-05,Medium,Bug,19.04
66785,110374,2024-01-24,Low,Account,6.98
66786,110374,2024-03-22,Low,How-to,2.14
66787,110374,2024-07-05,medium,Billing,4.56
66788,110374,2024-12-15,Low,How-to,8.44
66789,110374,2025-01-23,High,Account,17.7
66790,110375,2024-01-01,Low,Bug,12.89
66791,110375,2024-02-19,High,How-to,1.74
66792,110375,2024-04-14,MEDIUM,How-to,
66793,110375,2024-04-08,LOW,How-to,4.06
66794,110375,2024-11-19,Critical,Account,18.74
66795,110375,2025-03-08,High,How-to,37.62
66796,110376,2024-05-25,Low,Bug,8.88
66797,110376,2024-06-22,High,Account,14.04
66798,110376,2024-06-17,Low,Integration,1.01
66799,110376,2024-06-16,Low,Integration,41.53
66800,110376,2025-01-04,Critical,How-to,
66801,110376,2025-07-27,Low,How-to,22.1
66802,110376,2025-09-03,LOW,Bug,10.13
66803,110376,2025-10-01,Low,Bug,30.63
66804,110376,2025-10-14,Low,Bug,15.97
66805,110376,2025-11-08,Critical,How-to,26.82
66806,110376,2025-12-17,low,Billing,26.43
66807,110378,2025-11-21,MEDIUM,How-to,0.72
66808,110380,2025-10-08,High,How-to,13.75
66809,110381,2024-06-12,Low,Billing,4.78
66810,110381,2024-07-22,LOW,Integration,6.01
66811,110381,2024-10-21,Low,How-to,12.66
66812,110381,2024-11-28,Low,Integration,12.28
66813,110381,2025-07-16,Medium,Bug,7.57
66814,110381,2025-08-24,HIGH,How-to,47.0
66815,110382,2025-09-01,Low,Billing,10.8
66816,110383,2024-12-08,Medium,Account,8.84
66817,110383,2025-07-25,Low,Billing,4.97
66818,110383,2025-12-19,Low,Billing,25.86
66819,110384,2024-11-25,Low,Bug,3.11
66820,110384,2024-12-24,Low,Bug,10.93
66821,110384,2025-01-22,Low,How-to,8.43
66822,110385,2023-12-09,medium,Bug,10.03
66823,110385,2024-03-04,Medium,Bug,8.77
66824,110385,2024-04-01,Medium,Bug,1.97
66825,110385,2024-06-17,Low,Billing,32.5
66826,110385,2024-08-01,low,Bug,25.37
66827,110385,2025-02-15,High,Billing,12.43
66828,110385,2025-02-02,Medium,How-to,24.31
66829,110385,2025-03-26,Low,How-to,10.04
66830,110385,2025-05-23,Low,Bug,8.45
66831,110385,2025-06-23,MED,Billing,20.21
66832,110386,2024-11-09,High,Bug,14.77
66833,110386,2025-08-27,MEDIUM,Bug,26.99
66834,110386,2025-08-15,MED,Billing,9.04
66835,110386,2025-09-18,Low,Billing,2.29
66836,110387,2025-07-20,medium,How-to,4.95
66837,110387,2025-08-28,Low,Bug,10.83
66838,110387,2025-08-01,LOW,Integration,26.52
66839,110387,2025-10-23,High,How-to,15.31
66840,110387,2025-11-01,high,How-to,33.09
66841,110387,2025-12-09,Low,Bug,16.05
66842,110389,2025-06-18,Low,How-to,7.45
66843,110389,2025-06-11,Medium,Integration,5.09
66844,110389,2025-07-26,low,Bug,10.66
66845,110389,2025-09-07,LOW,How-to,10.58
66846,110389,2025-09-12,MED,Integration,20.81
66847,110389,2025-09-10,High,Billing,8.42
66848,110389,2025-10-11,Medium,Billing,8.86
66849,110389,2025-11-13,Low,Bug,10.67
66850,110389,2025-12-18,Medium,Bug,12.32
66851,110390,2024-03-20,Low,Billing,0.64
66852,110390,2024-04-14,LOW,How-to,29.48
66853,110390,2024-09-01,Low,How-to,7.59
66854,110390,2024-09-05,Low,Billing,7.25
66855,110390,2024-09-07,LOW,Billing,5.51
66856,110390,2024-11-28,Critical,How-to,
66857,110390,2024-11-12,Low,Bug,1.76
66858,110390,2025-07-11,LOW,How-to,11.56
66859,110390,2025-07-01,LOW,Integration,10.95
66860,110390,2025-09-24,medium,Billing,4.95
66861,110391,2024-08-03,Low,Bug,9.61
66862,110391,2024-08-04,Low,Account,4.11
66863,110391,2025-02-10,Medium,Bug,17.97
66864,110391,2025-03-19,LOW,Account,6.95
66865,110391,2025-05-18,Low,Account,27.84
66866,110391,2025-06-04,low,Billing,14.61
66867,110391,2025-07-22,Low,Billing,5.56
66868,110391,2025-07-13,Medium,Billing,6.88
66869,110391,2025-09-08,Low,Bug,3.57
66870,110392,2024-03-18,Medium,Bug,22.01
66871,110392,2024-03-20,Low,Billing,13.72
66872,110392,2024-08-16,Low,How-to,5.16
66873,110392,2024-09-16,Low,Account,10.2
66874,110392,2024-09-07,High,Billing,5.96
66875,110392,2024-09-25,Low,Bug,17.44
66876,110392,2025-01-10,LOW,Integration,15.63
66877,110392,2025-02-03,Medium,How-to,7.63
66878,110392,2025-03-07,Low,Bug,5.96
66879,110392,2025-11-24,Medium,How-to,21.52
66880,110393,2023-01-07,Low,Account,1.23
66881,110393,2023-04-10,Medium,Billing,9.55
66882,110393,2023-08-01,Low,Billing,3.91
66883,110393,2023-09-16,Medium,How-to,4.56
66884,110393,2023-12-06,Low,Billing,2.29
66885,110393,2024-01-01,MEDIUM,Integration,20.41
66886,110393,2024-04-10,low,Billing,37.82
66887,110393,2024-07-12,Low,Bug,7.34
66888,110393,2024-08-17,Medium,How-to,27.55
66889,110393,2024-08-13,Low,How-to,9.85
66890,110393,2024-12-19,low,Billing,18.19
66891,110393,2025-01-02,High,Billing,15.47
66892,110393,2025-03-14,low,How-to,
66893,110393,2025-09-01,Low,How-to,22.64
66894,110393,2025-10-10,High,Bug,8.8
66895,110393,2025-11-07,high,Integration,8.43
66896,110393,2025-12-21,Medium,Account,5.67
66897,110394,2024-11-22,Low,How-to,13.78
66898,110394,2024-12-13,Critical,Bug,54.91
66899,110394,2025-01-05,Medium,Billing,14.63
66900,110394,2025-04-11,High,How-to,12.63
66901,110394,2025-06-19,High,Billing,5.65
66902,110394,2025-08-27,Low,How-to,4.78
66903,110394,2025-08-20,LOW,How-to,2.62
66904,110394,2025-10-01,Medium,Integration,21.26
66905,110394,2025-12-07,Low,How-to,21.9
66906,110395,2024-04-06,Medium,Bug,7.33
66907,110395,2025-01-26,High,How-to,48.33
66908,110395,2025-03-05,Low,Bug,15.72
66909,110395,2025-04-06,Medium,Billing,17.71
66910,110396,2024-05-27,Medium,Integration,53.48
66911,110396,2024-05-13,Low,Bug,19.75
66912,110396,2024-06-23,High,How-to,
66913,110396,2024-06-18,Low,Bug,24.92
66914,110396,2024-06-04,critical,Account,79.91
66915,110396,2024-07-05,Low,Billing,5.84
66916,110396,2024-08-13,CRIT,Bug,29.17
66917,110396,2024-10-16,Low,How-to,12.36
66918,110396,2024-10-11,High,Billing,32.13
66919,110396,2024-10-15,High,Billing,30.81
66920,110396,2024-11-06,Low,Billing,3.17
66921,110396,2024-11-23,Medium,Integration,4.74
66922,110396,2024-12-23,Medium,How-to,7.17
66923,110396,2024-12-28,High,Billing,21.66
66924,110396,2024-12-11,Low,How-to,
66925,110396,2025-01-24,Low,Bug,18.44
66926,110396,2025-04-09,Medium,How-to,9.07
66927,110396,2025-05-25,LOW,Billing,
66928,110396,2025-06-21,High,Bug,8.33
66929,110396,2025-08-09,Low,Bug,26.19
66930,110396,2025-08-16,Low,Billing,12.73
66931,110396,2025-08-17,Medium,How-to,15.92
66932,110396,2025-10-07,High,Bug,28.34
66933,110396,2025-12-24,Medium,Bug,
66934,110396,2025-12-08,Low,Billing,7.97
66935,110397,2025-05-06,High,Account,12.27
66936,110397,2025-10-02,Medium,Bug,2.41
66937,110398,2023-10-04,Low,Billing,2.21
66938,110398,2023-11-10,Medium,Billing,2.75
66939,110398,2024-03-27,Low,How-to,4.68
66940,110398,2024-03-01,Low,Bug,12.64
66941,110399,2024-06-20,Low,How-to,15.99
66942,110399,2024-09-28,low,Billing,15.36
66943,110399,2025-01-02,Low,How-to,3.73
66944,110399,2025-07-03,Low,Integration,11.4
66945,110399,2025-11-11,Medium,How-to,10.79
66946,110400,2025-12-14,Low,Billing,6.71
66947,110401,2023-06-03,Low,Account,12.63
66948,110401,2023-07-26,low,Account,5.07
66949,110401,2023-08-02,Medium,How-to,16.74
66950,110401,2023-11-23,Low,Account,28.04
66951,110401,2023-12-22,Critical,How-to,71.88
66952,110401,2023-12-01,Low,Bug,14.25
66953,110401,2024-03-07,Low,Bug,32.17
66954,110401,2024-05-16,Medium,How-to,20.28
66955,110401,2024-06-15,Low,How-to,11.93
66956,110401,2024-08-20,High,Bug,18.73
66957,110401,2024-09-16,High,How-to,1.68
66958,110401,2024-12-21,Low,Bug,1.43
66959,110401,2025-01-18,LOW,Bug,4.64
66960,110401,2025-01-07,Low,How-to,7.84
66961,110401,2025-03-14,Medium,Bug,14.77
66962,110401,2025-03-28,Medium,How-to,24.12
66963,110401,2025-03-23,Low,How-to,12.55
66964,110401,2025-05-04,Medium,How-to,7.9
66965,110401,2025-05-14,HIGH,Billing,19.83
